area,year,pop,15_64,in_mig,out_mig,inc,emp,jun_high,sen_high,jun_col,sen_col,lf_tot,lf_m,lf_f,unemp,prim_emp,sec_emp,ter_emp
16211,2000,"93,503","62,180",-,-,"133,940,743",***,"21,211","33,940","9,435","8,920","51,515","29,529","21,986","1,924","1,537","18,612","29,417"
16321,2000,"2,153","1,379",168,104,"3,420,482",***,302,765,246,261,"1,204",694,510,30,116,408,650
16322,2000,"23,362","15,023",623,630,"33,509,636",***,"5,824","8,759","2,242","2,161","12,994","7,274","5,720",502,576,"5,153","6,761"
16323,2000,"27,994","18,046",842,741,"39,837,143",***,"6,860","10,687","2,553","2,303","16,129","9,105","7,024",526,"1,147","5,715","8,727"
16342,2000,"28,276","17,557",634,764,"42,313,646",***,"8,723","9,619","2,386","2,065","15,960","8,907","7,053",422,"1,329","7,382","6,823"
16343,2000,"15,915","9,554",298,469,"22,490,964",***,"5,130","5,355","1,310","1,229","8,516","4,727","3,789",255,502,"3,423","4,334"
17201,2000,"456,438","314,133","18,448","19,513","723,986,603",***,"72,665","158,494","46,333","57,780","242,965","139,731","103,234","9,019","3,686","58,937","168,766"
17202,2000,"63,963","39,613",-,-,"82,712,487",***,"20,288","22,084","4,438","4,137","34,990","19,027","15,963","1,168","2,345","10,450","21,004"
17203,2000,"108,622","71,491","3,239","3,411","158,735,829",***,"25,721","39,174","9,167","9,774","60,827","34,424","26,403","2,196","1,500","24,141","32,667"
17204,2000,"34,531","19,401",-,-,"37,603,545",***,"14,730","10,358","1,872","1,867","18,455","10,266","8,189",551,"2,882","6,239","8,779"
17205,2000,"19,852","10,939",365,552,"22,781,197",***,"9,006","5,627","1,090",919,"10,483","5,726","4,757",341,"1,660","3,393","5,086"
17206,2000,"78,563","50,684",-,-,"98,232,797",***,"22,893","29,113","5,359","5,150","43,896","23,048","20,848","2,319","1,415","14,709","25,370"
17207,2000,"25,541","16,060",681,812,"34,135,955",***,"7,321","8,987","2,045","2,196","13,680","7,691","5,989",541,762,"5,035","7,333"
17209,2000,"34,670","22,684",-,-,"49,088,530",***,"9,792","12,152","2,654","2,452","19,242","10,667","8,575",569,491,"8,818","9,330"
17210,2000,"106,977","72,203",-,-,"160,099,387",***,"20,373","39,892","10,169","9,828","59,211","33,820","25,391","1,943","1,976","21,144","33,861"
17211,2000,"45,077","30,116",-,-,"65,113,933",***,"9,834","15,908","4,274","4,212","24,661","14,091","10,570",840,515,"10,767","12,513"
17212,2000,"45,581","32,993",-,-,"65,818,738",***,"5,906","14,707","4,505","4,902","23,766","14,278","9,488",820,283,"6,705","15,327"
17324,2000,"4,922","3,152",129,124,"6,937,807",***,"1,013","1,730",486,470,"2,676","1,509","1,167",99,196,"1,059","1,319"
17361,2000,"34,304","22,487","1,496","1,073","48,554,002",***,"7,216","12,049","3,002","2,839","18,212","10,446","7,766",640,554,"5,880","11,115"
17365,2000,"26,560","18,624","1,137","1,153","39,541,286",***,"5,029","9,233","2,628","2,530","14,309","8,073","6,236",527,159,"4,511","9,082"
17384,2000,"25,396","15,201",-,-,"31,633,592",***,"9,881","7,858","1,818","1,337","13,640","7,895","5,745",442,"1,517","5,404","6,274"
17386,2000,"15,891","9,916",-,-,"20,796,178",***,"4,500","5,731","1,263","1,076","8,357","4,693","3,664",304,551,"3,291","4,201"
17407,2000,"19,149","11,775",-,-,"23,175,119",***,"6,259","6,624","1,324","1,142","10,477","5,842","4,635",325,587,"4,414","5,147"
17461,2000,"11,267","6,348",-,-,"13,413,997",***,"4,704","3,148",709,694,"5,591","3,167","2,424",165,777,"1,577","3,069"
17463,2000,"23,673","13,317",-,-,"27,440,641",***,"10,356","6,781","1,228","1,065","12,295","6,888","5,407",455,"2,069","3,735","6,024"
18201,2000,"269,557","177,493",-,-,"424,477,364",***,"56,991","98,134","21,392","30,432","146,287","82,920","63,367","4,784","4,153","43,767","92,712"
18202,2000,"68,145","44,421","2,227","2,701","102,576,361",***,"18,270","25,054","4,711","5,319","36,273","21,869","14,404","1,417",855,"11,289","22,703"
18204,2000,"33,295","20,240",991,"1,416","43,844,350",***,"9,420","12,143","2,225","2,377","17,634","10,219","7,415",520,879,"6,002","10,220"
18205,2000,"39,632","24,085",-,-,"51,186,091",***,"12,193","14,111","2,427","2,583","22,341","12,279","10,062",540,"2,423","8,570","10,797"
18206,2000,"28,143","16,784",440,731,"36,806,226",***,"8,882","9,518","1,921","2,028","15,525","8,459","7,066",407,"1,261","6,472","7,383"
18207,2000,"64,898","42,390","1,860","1,966","95,799,321",***,"17,091","22,773","5,225","5,350","36,316","20,271","16,045","1,150",625,"17,711","16,789"
18208,2000,"32,178","20,292",-,-,"44,425,313",***,"8,434","11,895","2,153","2,670","18,354","9,734","8,620",612,"1,420","6,033","10,287"
18209,2000,"87,699","55,929",-,-,"125,101,272",***,"23,507","31,714","6,170","7,124","48,735","27,779","20,956","1,517","1,395","23,533","22,275"
