"","","","","","A1101","A1302","A5101","A5102","C120110","C2207","E9102","E9103","E9105","E9106","F1101","F110101","F110102","F1107","F2201","F2211","F2221"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population[person]","A1302_Population 15-64 years old[person]","A5101_In-migrants from other prefectures[person]","A5102_Out-migrants to other prefectures[person]","C120110_Taxable income[thousand yen]","C2207_Number of employees[person]","E9102_People having completed elementary or junior high school only[person]","E9103_People having completed up to senior high school[person]","E9105_People having completed up to junior college or equivalent[person]","E9106_People having completed college and universities[person]","F1101_Labour force[person]","F110101_Labour force [male][person]","F110102_Labour force [female][person]","F1107_Unemployed persons[person]","F2201_Persons employed in the primary industry[person]","F2211_Persons employed in the secondary industry[person]","F2221_Persons employed in the tertiary industry[person]"
"2006100000","2006","23102","Aichi-ken Nagoya-shi Higashi-ku","","***","***","5,790","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23103","Aichi-ken Nagoya-shi Kita-ku","","***","***","8,350","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23104","Aichi-ken Nagoya-shi Nishi-ku","","***","***","8,292","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23105","Aichi-ken Nagoya-shi Nakamura-ku","","***","***","8,401","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23106","Aichi-ken Nagoya-shi Naka-ku","","***","***","7,656","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23107","Aichi-ken Nagoya-shi Showa-ku","","***","***","7,567","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23108","Aichi-ken Nagoya-shi Mizuho-ku","","***","***","6,081","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23109","Aichi-ken Nagoya-shi Atsuta-ku","","***","***","4,141","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23110","Aichi-ken Nagoya-shi Nakagawa-ku","","***","***","10,954","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23111","Aichi-ken Nagoya-shi Minato-ku","","***","***","6,311","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23112","Aichi-ken Nagoya-shi Minami-ku","","***","***","6,396","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23113","Aichi-ken Nagoya-shi Moriyama-ku","","***","***","8,823","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23114","Aichi-ken Nagoya-shi Midori-ku","","***","***","10,717","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23115","Aichi-ken Nagoya-shi Meito-ku","","***","***","13,091","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23116","Aichi-ken Nagoya-shi Tempaku-ku","","***","***","10,927","-","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23201","Aichi-ken Toyohashi-shi","","***","***","10,405","-","581,134,592","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23202","Aichi-ken Okazaki-shi","","***","***","13,024","-","640,504,228","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23203","Aichi-ken Ichinomiya-shi","","***","***","10,746","-","532,231,159","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23204","Aichi-ken Seto-shi","","***","***","4,097","-","200,635,197","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23205","Aichi-ken Handa-shi","","***","***","4,660","-","196,158,236","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23206","Aichi-ken Kasugai-shi","","***","***","12,668","-","490,920,714","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23207","Aichi-ken Toyokawa-shi","","***","***","-","-","274,866,442","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23208","Aichi-ken Tsushima-shi","","***","***","2,235","-","94,870,947","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23209","Aichi-ken Hekinan-shi","","***","***","2,320","-","121,252,475","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23210","Aichi-ken Kariya-shi","","***","***","7,619","-","273,474,918","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23211","Aichi-ken Toyota-shi","","***","***","14,996","-","779,781,851","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23212","Aichi-ken Anjo-shi","","***","***","7,709","-","312,682,395","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23213","Aichi-ken Nishio-shi","","***","***","-","-","272,829,695","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23214","Aichi-ken Gamagori-shi","","***","***","1,915","-","117,447,856","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23215","Aichi-ken Inuyama-shi","","***","***","2,892","-","114,966,360","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23216","Aichi-ken Tokoname-shi","","***","***","2,195","-","74,915,960","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23217","Aichi-ken Konan-shi","","***","***","3,406","-","148,578,411","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23219","Aichi-ken Komaki-shi","","***","***","6,361","-","245,721,410","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23220","Aichi-ken Inazawa-shi","","***","***","4,442","-","209,182,929","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23221","Aichi-ken Shinshiro-shi","","***","***","1,148","-","72,876,020","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23222","Aichi-ken Tokai-shi","","***","***","4,888","-","175,367,515","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23223","Aichi-ken Obu-shi","","***","***","4,457","-","148,634,859","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23224","Aichi-ken Chita-shi","","***","***","3,144","-","136,398,555","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23225","Aichi-ken Chiryu-shi","","***","***","3,775","-","121,989,257","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23226","Aichi-ken Owariasahi-shi","","***","***","3,600","-","137,766,694","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23227","Aichi-ken Takahama-shi","","***","***","1,976","-","69,305,387","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23228","Aichi-ken Iwakura-shi","","***","***","2,229","-","75,198,251","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23229","Aichi-ken Toyoake-shi","","***","***","2,733","-","117,466,522","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23230","Aichi-ken Nisshin-shi","","***","***","4,401","-","153,658,864","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23231","Aichi-ken Tahara-shi","","***","***","1,872","-","98,468,680","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23232","Aichi-ken Aisai-shi","","***","***","1,794","-","94,168,780","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23233","Aichi-ken Kiyosu-shi","","***","***","-","-","98,760,352","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23234","Aichi-ken Kitanagoya-shi","","***","***","4,020","-","123,973,023","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23235","Aichi-ken Yatomi-shi","","***","***","1,637","-","65,884,498","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23236","Aichi-ken Miyoshi-shi","","***","***","-","-","107,212,317","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23237","Aichi-ken Ama-shi","","***","***","-","-","126,233,578","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23238","Aichi-ken Nagakute-shi","","***","***","-","-","85,185,308","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23302","Aichi-ken Togo-cho","","***","***","1,950","-","71,918,908","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23342","Aichi-ken Toyoyama-cho","","***","***","883","-","20,545,370","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23361","Aichi-ken Oguchi-cho","","***","***","1,139","-","34,412,315","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23362","Aichi-ken Fuso-cho","","***","***","1,461","-","50,948,822","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23424","Aichi-ken Oharu-cho","","***","***","1,521","-","43,338,250","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23425","Aichi-ken Kanie-cho","","***","***","1,564","-","59,040,223","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23427","Aichi-ken Tobishima-mura","","***","***","186","-","7,271,644","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23441","Aichi-ken Agui-cho","","***","***","1,069","-","39,973,200","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23442","Aichi-ken Higashiura-cho","","***","***","1,707","-","81,726,919","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23445","Aichi-ken Minamichita-cho","","***","***","453","-","25,656,174","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23446","Aichi-ken Mihama-cho","","***","***","974","-","34,995,856","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23447","Aichi-ken Taketoyo-cho","","***","***","1,842","-","64,716,326","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23501","Aichi-ken Kota-cho","","***","***","1,580","-","58,377,899","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23561","Aichi-ken Shitara-cho","","***","***","197","-","7,331,654","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23562","Aichi-ken Toei-cho","","***","***","139","-","4,526,126","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","23563","Aichi-ken Toyone-mura","","***","***","36","-","1,673,848","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24201","Mie-ken Tsu-shi","","***","***","9,889","-","421,185,090","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24202","Mie-ken Yokkaichi-shi","","***","***","10,490","-","471,802,280","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24203","Mie-ken Ise-shi","","***","***","3,506","-","179,525,016","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24204","Mie-ken Matsusaka-shi","","***","***","4,886","-","218,655,450","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24205","Mie-ken Kuwana-shi","","***","***","5,190","-","224,675,323","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24207","Mie-ken Suzuka-shi","","***","***","7,347","-","297,801,654","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24208","Mie-ken Nabari-shi","","***","***","2,485","-","118,059,684","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24209","Mie-ken Owase-shi","","***","***","651","-","24,026,424","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24210","Mie-ken Kameyama-shi","","***","***","1,813","-","70,159,869","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24211","Mie-ken Toba-shi","","***","***","546","-","24,558,182","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24212","Mie-ken Kumano-shi","","***","***","692","-","19,645,042","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24214","Mie-ken Inabe-shi","","***","***","1,513","-","65,378,425","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24215","Mie-ken Shima-shi","","***","***","1,152","-","57,721,463","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24216","Mie-ken Iga-shi","","***","***","2,595","-","131,229,845","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24303","Mie-ken Kisosaki-cho","","***","***","166","-","10,067,868","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24324","Mie-ken Toin-cho","","***","***","798","-","42,576,381","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24341","Mie-ken Komono-cho","","***","***","1,444","-","57,769,176","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24343","Mie-ken Asahi-cho","","***","***","877","-","11,437,958","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24344","Mie-ken Kawagoe-cho","","***","***","761","-","19,684,735","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24441","Mie-ken Taki-cho","","***","***","587","-","19,611,968","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24442","Mie-ken Meiwa-cho","","***","***","676","-","28,973,211","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24443","Mie-ken Odai-cho","","***","***","301","-","12,135,757","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24461","Mie-ken Tamaki-cho","","***","***","549","-","19,572,424","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24470","Mie-ken Watarai-cho","","***","***","210","-","10,732,694","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24471","Mie-ken Taiki-cho","","***","***","240","-","10,459,161","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24472","Mie-ken Minamiise-cho","","***","***","289","-","15,396,444","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24543","Mie-ken Kihoku-cho","","***","***","367","-","17,088,786","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24561","Mie-ken Mihama-cho","","***","***","350","-","9,283,259","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","24562","Mie-ken Kiho-cho","","***","***","459","-","12,733,447","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25201","Shiga-ken Otsu-shi","","***","***","12,550","12,837","506,612,114","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25202","Shiga-ken Hikone-shi","","***","***","4,574","5,314","158,596,671","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25203","Shiga-ken Nagahama-shi","","***","***","-","-","164,362,736","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25204","Shiga-ken Omihachiman-shi","","***","***","-","-","111,326,356","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25206","Shiga-ken Kusatsu-shi","","***","***","6,206","6,692","182,203,980","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25207","Shiga-ken Moriyama-shi","","***","***","3,919","3,027","110,535,797","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25208","Shiga-ken Ritto-shi","","***","***","3,696","3,493","99,655,023","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25209","Shiga-ken Koka-shi","","***","***","2,677","3,850","127,465,943","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25210","Shiga-ken Yasu-shi","","***","***","2,332","2,386","75,113,625","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25211","Shiga-ken Konan-shi","","***","***","2,166","3,767","81,941,709","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25212","Shiga-ken Takashima-shi","","***","***","1,316","1,812","63,108,582","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25213","Shiga-ken Higashiomi-shi","","***","***","3,450","5,272","153,373,058","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25214","Shiga-ken Maibara-shi","","***","***","1,085","1,738","54,563,891","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25383","Shiga-ken Hino-cho","","***","***","835","942","28,351,649","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25384","Shiga-ken Ryuo-cho","","***","***","757","716","18,234,448","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25425","Shiga-ken Aisho-cho","","***","***","830","1,356","24,835,831","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25441","Shiga-ken Toyosato-cho","","***","***","349","401","7,755,618","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25442","Shiga-ken Kora-cho","","***","***","185","286","8,574,832","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","25443","Shiga-ken Taga-cho","","***","***","164","232","10,334,501","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26100","Kyoto-fu Kyoto-shi","","***","***","74,404","87,493","2,080,102,711","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26101","Kyoto-fu Kyoto-shi Kita-ku","","***","***","5,687","6,610","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26102","Kyoto-fu Kyoto-shi Kamigyo-ku","","***","***","5,059","5,851","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26103","Kyoto-fu Kyoto-shi Sakyo-ku","","***","***","8,244","10,523","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26104","Kyoto-fu Kyoto-shi Nakagyo-ku","","***","***","7,203","7,498","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26105","Kyoto-fu Kyoto-shi Higashiyama-ku","","***","***","2,498","3,073","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26106","Kyoto-fu Kyoto-shi Shimogyo-ku","","***","***","6,104","6,461","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26107","Kyoto-fu Kyoto-shi Minami-ku","","***","***","5,483","6,366","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26108","Kyoto-fu Kyoto-shi Ukyo-ku","","***","***","9,185","10,021","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26109","Kyoto-fu Kyoto-shi Fushimi-ku","","***","***","12,330","15,606","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26110","Kyoto-fu Kyoto-shi Yamashina-ku","","***","***","5,601","6,806","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26111","Kyoto-fu Kyoto-shi Nishikyo-ku","","***","***","7,010","8,678","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26201","Kyoto-fu Fukuchiyama-shi","","***","***","2,568","3,593","99,333,477","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26202","Kyoto-fu Maizuru-shi","","***","***","3,896","4,731","115,770,632","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26203","Kyoto-fu Ayabe-shi","","***","***","1,021","1,292","42,174,502","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26204","Kyoto-fu Uji-shi","","***","***","7,772","8,073","275,570,069","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26205","Kyoto-fu Miyazu-shi","","***","***","547","860","24,292,067","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26206","Kyoto-fu Kameoka-shi","","***","***","2,612","3,066","119,819,206","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26207","Kyoto-fu Joyo-shi","","***","***","2,466","3,147","115,175,200","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26208","Kyoto-fu Muko-shi","","***","***","2,382","2,642","80,836,364","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26209","Kyoto-fu Nagaokakyo-shi","","***","***","3,573","3,616","134,990,040","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26210","Kyoto-fu Yawata-shi","","***","***","2,648","3,359","106,051,259","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26211","Kyoto-fu Kyotanabe-shi","","***","***","2,782","2,738","94,263,866","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26212","Kyoto-fu Kyotango-shi","","***","***","1,085","1,734","62,516,659","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26213","Kyoto-fu Nantan-shi","","***","***","1,245","1,330","38,737,537","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26214","Kyoto-fu Kizugawa-shi","","***","***","-","-","100,407,466","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26303","Kyoto-fu Oyamazaki-cho","","***","***","649","845","23,861,558","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26322","Kyoto-fu Kumiyama-cho","","***","***","684","934","22,536,108","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26343","Kyoto-fu Ide-cho","","***","***","240","330","9,682,370","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26344","Kyoto-fu Ujitawara-cho","","***","***","265","312","14,101,321","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26364","Kyoto-fu Kasagi-cho","","***","***","19","63","2,048,776","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26365","Kyoto-fu Wazuka-cho","","***","***","66","169","5,324,603","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26366","Kyoto-fu Seika-cho","","***","***","1,621","1,419","56,444,892","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26367","Kyoto-fu Minamiyamashiro-mura","","***","***","93","140","4,296,950","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26407","Kyoto-fu Kyotamba-cho","","***","***","435","562","17,114,113","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26463","Kyoto-fu Ine-cho","","***","***","42","96","2,189,489","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","26465","Kyoto-fu Yosano-cho","","***","***","560","771","23,825,886","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27100","Osaka-fu Osaka-shi","","***","***","155,824","114,512","3,382,714,854","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27102","Osaka-fu Osaka-shi Miyakojima-ku","","***","***","6,698","4,512","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27103","Osaka-fu Osaka-shi Fukushima-ku","","***","***","4,086","3,075","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27104","Osaka-fu Osaka-shi Konohana-ku","","***","***","3,565","2,237","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27106","Osaka-fu Osaka-shi Nishi-ku","","***","***","7,589","4,885","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27107","Osaka-fu Osaka-shi Minato-ku","","***","***","4,834","3,313","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27108","Osaka-fu Osaka-shi Taisho-ku","","***","***","2,445","2,159","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27109","Osaka-fu Osaka-shi Tennoji-ku","","***","***","4,735","3,422","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27111","Osaka-fu Osaka-shi Naniwa-ku","","***","***","6,945","4,740","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27113","Osaka-fu Osaka-shi Nishiyodogawa-ku","","***","***","4,667","3,310","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27114","Osaka-fu Osaka-shi Higashiyodogawa-ku","","***","***","10,287","8,609","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27115","Osaka-fu Osaka-shi Higashinari-ku","","***","***","4,716","3,485","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27116","Osaka-fu Osaka-shi Ikuno-ku","","***","***","4,982","4,418","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27117","Osaka-fu Osaka-shi Asahi-ku","","***","***","4,888","3,868","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27118","Osaka-fu Osaka-shi Joto-ku","","***","***","9,239","6,476","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27119","Osaka-fu Osaka-shi Abeno-ku","","***","***","5,950","4,166","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27120","Osaka-fu Osaka-shi Sumiyoshi-ku","","***","***","7,880","6,333","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27121","Osaka-fu Osaka-shi Higashisumiyoshi-ku","","***","***","6,669","4,957","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27122","Osaka-fu Osaka-shi Nishinari-ku","","***","***","6,253","5,277","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27123","Osaka-fu Osaka-shi Yodogawa-ku","","***","***","11,185","8,617","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27124","Osaka-fu Osaka-shi Tsurumi-ku","","***","***","5,424","3,654","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27125","Osaka-fu Osaka-shi Suminoe-ku","","***","***","5,775","4,589","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27126","Osaka-fu Osaka-shi Hirano-ku","","***","***","8,129","5,977","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27127","Osaka-fu Osaka-shi Kita-ku","","***","***","9,679","6,704","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27128","Osaka-fu Osaka-shi Chuo-ku","","***","***","9,204","5,729","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27140","Osaka-fu Sakai-shi","","***","***","36,747","39,472","1,148,911,233","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27141","Osaka-fu Sakai-shi Sakai-ku","","***","***","-","7,592","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27142","Osaka-fu Sakai-shi Naka-ku","","***","***","-","5,677","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27143","Osaka-fu Sakai-shi Higashi-ku","","***","***","-","3,485","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27144","Osaka-fu Sakai-shi Nishi-ku","","***","***","-","6,260","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27145","Osaka-fu Sakai-shi Minami-ku","","***","***","-","6,835","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27146","Osaka-fu Sakai-shi Kita-ku","","***","***","-","8,156","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27147","Osaka-fu Sakai-shi Mihara-ku","","***","***","-","1,467","-","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27202","Osaka-fu Kishiwada-shi","","***","***","5,577","6,268","249,798,988","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27203","Osaka-fu Toyonaka-shi","","***","***","20,522","20,702","672,941,820","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27204","Osaka-fu Ikeda-shi","","***","***","6,223","5,340","172,661,870","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27205","Osaka-fu Suita-shi","","***","***","19,418","20,102","641,734,000","***","***","***","***","***","***","***","***","***","***","***","***"
"2006100000","2006","27206","Osaka-fu Izumiotsu-shi","","***","***","3,469","3,408","98,828,724","***","***","***","***","***","***","***","***","***","***","***","***"
