"","","","","","A1101","A1302","A5101","A5102","C120110","C2207","E9102","E9103","E9105","E9106","F1101","F110101","F110102","F1107","F2201","F2211","F2221"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population[person]","A1302_Population 15-64 years old[person]","A5101_In-migrants from other prefectures[person]","A5102_Out-migrants to other prefectures[person]","C120110_Taxable income[thousand yen]","C2207_Number of employees[person]","E9102_People having completed elementary or junior high school only[person]","E9103_People having completed up to senior high school[person]","E9105_People having completed up to junior college or equivalent[person]","E9106_People having completed college and universities[person]","F1101_Labour force[person]","F110101_Labour force [male][person]","F110102_Labour force [female][person]","F1107_Unemployed persons[person]","F2201_Persons employed in the primary industry[person]","F2211_Persons employed in the secondary industry[person]","F2221_Persons employed in the tertiary industry[person]"
"2010100000","2010","41210","Saga-ken Kanzaki-shi","","32,899","19,916","1,012","1,201","35,104,723","***","4,132","14,790","2,870","3,183","17,197","9,542","7,655","957","1,549","4,413","9,822"
"2010100000","2010","41327","Saga-ken Yoshinogari-cho","","16,405","10,479","853","846","18,583,051","***","1,905","7,511","1,469","1,550","8,515","4,856","3,659","589","417","2,144","5,226"
"2010100000","2010","41341","Saga-ken Kiyama-cho","","17,837","11,452","658","784","22,561,184","***","2,060","7,058","1,893","2,565","8,948","5,020","3,928","555","273","1,896","5,941"
"2010100000","2010","41345","Saga-ken Kamimine-cho","","9,224","5,731","503","511","10,264,346","***","1,039","4,195","879","847","4,640","2,613","2,027","332","257","1,270","2,701"
"2010100000","2010","41346","Saga-ken Miyaki-cho","","26,175","15,643","779","921","27,187,261","***","4,611","12,332","2,290","2,353","12,828","7,297","5,531","1,154","817","3,415","7,419"
"2010100000","2010","41387","Saga-ken Genkai-cho","","6,379","3,873","166","244","5,497,055","***","2,272","2,325","346","232","3,717","2,213","1,504","135","874","657","2,047"
"2010100000","2010","41401","Saga-ken Arita-cho","","20,929","12,177","572","707","18,280,122","***","3,917","9,553","1,765","1,638","10,852","5,907","4,945","714","427","3,530","6,166"
"2010100000","2010","41423","Saga-ken Omachi-cho","","7,369","4,202","143","249","6,334,807","***","1,870","3,254","546","499","3,525","1,984","1,541","384","175","943","2,017"
"2010100000","2010","41424","Saga-ken Kohoku-machi","","9,515","5,767","401","356","9,549,172","***","1,639","4,147","854","825","5,070","2,799","2,271","333","593","1,270","2,765"
"2010100000","2010","41425","Saga-ken Shiroishi-cho","","25,607","14,572","602","670","25,669,618","***","5,160","10,832","2,226","1,742","14,313","7,594","6,719","485","4,010","2,584","6,917"
"2010100000","2010","41441","Saga-ken Tara-cho","","9,842","5,444","209","269","6,739,250","***","3,124","3,839","652","343","5,380","2,928","2,452","220","1,699","1,215","2,231"
"2010100000","2010","42201","Nagasaki-ken Nagasaki-shi","","443,766","275,191","12,950","14,073","510,339,474","***","63,697","152,657","41,762","49,469","214,183","117,443","96,740","14,211","4,060","35,833","149,230"
"2010100000","2010","42202","Nagasaki-ken Sasebo-shi","","261,101","156,652","9,369","10,146","275,875,380","***","45,025","112,754","21,294","21,998","126,250","71,283","54,967","9,341","5,180","22,374","86,683"
"2010100000","2010","42203","Nagasaki-ken Shimabara-shi","","47,455","27,120","1,415","1,576","40,239,732","***","11,608","18,540","3,909","3,538","23,242","12,440","10,802","1,506","3,310","4,321","13,775"
"2010100000","2010","42204","Nagasaki-ken Isahaya-shi","","140,752","87,201","4,680","4,689","146,744,810","***","23,575","55,716","13,672","13,593","69,588","38,580","31,008","5,018","4,250","14,341","43,406"
"2010100000","2010","42205","Nagasaki-ken Omura-shi","","90,517","56,821","4,237","3,986","98,893,810","***","9,754","33,094","8,663","8,394","45,270","25,438","19,832","2,719","1,847","8,000","30,128"
"2010100000","2010","42207","Nagasaki-ken Hirado-shi","","34,905","18,850","937","1,190","27,845,152","***","11,665","13,163","2,234","1,645","16,630","9,509","7,121","1,216","3,182","2,946","9,212"
"2010100000","2010","42208","Nagasaki-ken Matsuura-shi","","25,145","14,198","722","924","20,219,176","***","7,054","10,522","1,576","1,236","12,629","7,127","5,502","1,018","1,662","3,163","6,742"
"2010100000","2010","42209","Nagasaki-ken Tsushima-shi","","34,407","19,435","1,292","1,736","30,842,011","***","12,159","11,953","2,210","1,954","16,772","10,254","6,518","1,265","3,357","1,910","10,223"
"2010100000","2010","42210","Nagasaki-ken Iki-shi","","29,377","15,855","717","964","22,662,682","***","9,890","10,020","1,979","1,697","14,657","8,409","6,248","784","3,141","2,201","8,434"
"2010100000","2010","42211","Nagasaki-ken Goto-shi","","40,622","22,242","1,240","1,606","32,708,438","***","14,580","13,585","3,069","2,433","18,219","10,283","7,936","1,210","2,791","2,192","11,791"
"2010100000","2010","42212","Nagasaki-ken Saikai-shi","","31,176","17,501","782","1,010","25,051,036","***","9,614","13,153","2,007","1,387","15,761","9,248","6,513","815","2,800","4,319","7,820"
"2010100000","2010","42213","Nagasaki-ken Unzen-shi","","47,245","27,283","1,360","1,561","34,575,206","***","13,928","17,333","3,637","2,288","24,853","13,438","11,415","1,516","5,771","4,614","12,389"
"2010100000","2010","42214","Nagasaki-ken Minamishimabara-shi","","50,363","27,737","1,044","1,412","36,193,746","***","16,678","18,602","4,093","2,523","25,291","13,626","11,665","1,370","5,986","4,817","13,096"
"2010100000","2010","42307","Nagasaki-ken Nagayo-cho","","42,535","27,075","2,133","2,221","58,610,900","***","4,261","15,703","4,860","6,404","20,659","11,789","8,870","1,078","653","3,851","14,754"
"2010100000","2010","42308","Nagasaki-ken Togitsu-cho","","30,110","19,415","1,495","1,726","32,684,573","***","3,411","10,211","2,718","2,800","15,263","8,543","6,720","836","341","3,183","10,236"
"2010100000","2010","42321","Nagasaki-ken Higashisonogi-cho","","8,903","5,157","240","357","6,793,426","***","2,403","3,788","686","415","4,726","2,578","2,148","283","822","1,078","2,532"
"2010100000","2010","42322","Nagasaki-ken Kawatana-cho","","14,651","8,757","532","507","13,567,758","***","2,828","6,395","1,330","1,011","7,457","4,057","3,400","559","381","1,948","4,485"
"2010100000","2010","42323","Nagasaki-ken Hasami-cho","","15,227","9,191","534","471","12,208,697","***","3,203","6,793","1,181","792","8,275","4,479","3,796","407","391","2,989","4,389"
"2010100000","2010","42383","Nagasaki-ken Ojika-cho","","2,849","1,380","90","157","1,687,522","***","1,228","962","176","146","1,332","793","539","49","455","121","707"
"2010100000","2010","42391","Nagasaki-ken Saza-cho","","13,599","8,406","609","689","13,515,280","***","2,625","5,451","1,264","1,024","6,902","3,754","3,148","437","333","1,601","4,448"
"2010100000","2010","42411","Nagasaki-ken Shinkamigoto-cho","","22,074","11,949","661","901","19,756,743","***","8,868","6,958","1,441","1,165","9,320","5,564","3,756","669","982","1,381","6,277"
"2010100000","2010","43100","Kumamoto-ken Kumamoto-shi","","734,474","468,350","-","-","873,797,596","***","64,209","224,105","73,110","98,632","356,758","192,704","164,054","22,541","12,280","53,403","251,965"
"2010100000","2010","43202","Kumamoto-ken Yatsushiro-shi","","132,266","76,585","3,118","3,453","119,529,213","***","27,762","54,017","10,253","9,495","64,281","34,530","29,751","5,020","8,247","13,352","36,377"
"2010100000","2010","43203","Kumamoto-ken Hitoyoshi-shi","","35,611","19,859","1,412","1,570","33,192,721","***","8,450","14,242","2,857","3,182","17,822","9,434","8,388","1,189","1,416","3,233","11,892"
"2010100000","2010","43204","Kumamoto-ken Arao-shi","","55,321","32,277","1,736","1,879","50,418,880","***","11,225","23,355","5,022","4,342","25,387","14,204","11,183","2,394","1,008","6,305","15,329"
"2010100000","2010","43205","Kumamoto-ken Minamata-shi","","26,978","14,834","643","964","24,194,395","***","6,923","11,040","2,316","2,124","12,449","6,856","5,593","981","741","2,706","8,015"
"2010100000","2010","43206","Kumamoto-ken Tamana-shi","","69,541","40,962","1,789","2,000","65,818,442","***","13,082","29,608","5,594","6,117","34,309","18,997","15,312","2,345","5,426","8,310","17,883"
"2010100000","2010","43208","Kumamoto-ken Yamaga-shi","","55,391","31,217","1,458","1,621","46,819,742","***","12,460","23,729","4,536","4,093","28,462","15,497","12,965","1,899","4,824","6,655","14,820"
"2010100000","2010","43210","Kumamoto-ken Kikuchi-shi","","50,194","29,567","1,410","1,678","44,041,240","***","8,643","23,333","4,459","3,595","26,245","14,424","11,821","2,058","4,590","6,355","13,189"
"2010100000","2010","43211","Kumamoto-ken Uto-shi","","37,727","22,836","1,267","1,307","35,738,572","***","7,414","15,204","3,183","3,453","18,735","10,359","8,376","1,397","1,816","4,045","11,304"
"2010100000","2010","43212","Kumamoto-ken Kamiamakusa-shi","","29,902","16,297","817","1,062","23,505,469","***","11,553","10,110","1,679","1,176","13,970","7,746","6,224","1,063","1,697","2,727","8,305"
"2010100000","2010","43213","Kumamoto-ken Uki-shi","","61,878","36,357","1,959","2,000","54,545,111","***","13,925","24,244","5,165","4,848","31,235","16,830","14,405","1,949","4,860","6,266","17,534"
"2010100000","2010","43214","Kumamoto-ken Aso-shi","","28,444","15,909","824","936","24,421,044","***","6,230","13,098","2,156","1,777","14,706","7,878","6,828","785","2,397","3,065","8,363"
"2010100000","2010","43215","Kumamoto-ken Amakusa-shi","","89,065","47,773","2,016","2,627","70,697,845","***","28,039","32,117","6,998","5,229","41,829","22,811","19,018","2,925","5,779","6,460","26,292"
"2010100000","2010","43216","Kumamoto-ken Koshi-shi","","55,002","34,746","2,917","2,352","61,225,667","***","6,091","21,209","6,070","6,994","26,741","15,000","11,741","1,717","1,440","6,450","16,713"
"2010100000","2010","43348","Kumamoto-ken Misato-machi","","11,388","5,941","229","357","7,903,586","***","4,385","4,318","680","435","5,574","3,136","2,438","378","789","1,476","2,918"
"2010100000","2010","43364","Kumamoto-ken Gyokuto-machi","","5,554","3,129","202","150","4,039,413","***","1,309","2,444","385","381","2,915","1,593","1,322","204","653","630","1,428"
"2010100000","2010","43367","Kumamoto-ken Nankan-machi","","10,564","5,949","286","306","8,084,105","***","2,400","4,940","827","594","5,388","3,043","2,345","333","858","1,649","2,520"
"2010100000","2010","43368","Kumamoto-ken Nagasu-machi","","16,594","10,077","542","613","15,718,069","***","3,341","7,475","1,520","1,249","8,170","4,884","3,286","681","411","2,909","4,164"
"2010100000","2010","43369","Kumamoto-ken Nagomi-machi","","11,247","6,009","276","282","8,306,462","***","3,152","4,723","784","654","5,645","3,099","2,546","312","1,165","1,395","2,731"
"2010100000","2010","43403","Kumamoto-ken Ozu-machi","","31,234","20,190","1,802","1,433","32,963,561","***","3,953","12,265","3,001","2,985","16,037","9,285","6,752","1,194","1,294","5,078","8,272"
"2010100000","2010","43404","Kumamoto-ken Kikuyo-machi","","37,734","24,619","2,691","2,060","42,568,593","***","3,456","12,515","4,083","4,937","18,772","10,811","7,961","1,056","986","5,206","11,098"
"2010100000","2010","43423","Kumamoto-ken Minamioguni-machi","","4,429","2,472","188","218","3,406,467","***","1,289","1,868","380","262","2,629","1,409","1,220","106","580","368","1,575"
"2010100000","2010","43424","Kumamoto-ken Oguni-machi","","7,877","4,250","263","348","5,765,016","***","2,451","3,171","523","446","4,202","2,286","1,916","216","730","696","2,549"
"2010100000","2010","43425","Kumamoto-ken Ubuyama-mura","","1,606","834","53","70","963,729","***","400","734","115","96","928","534","394","39","378","151","356"
"2010100000","2010","43428","Kumamoto-ken Takamori-machi","","6,716","3,631","250","231","4,910,457","***","2,026","2,665","507","406","3,395","1,899","1,496","168","811","626","1,777"
"2010100000","2010","43432","Kumamoto-ken Nishihara-mura","","6,792","4,047","323","302","6,062,694","***","1,651","2,394","586","479","3,717","2,043","1,674","157","653","907","1,945"
"2010100000","2010","43433","Kumamoto-ken Minamiaso-mura","","11,972","6,996","505","502","9,175,198","***","2,647","4,913","930","844","6,004","3,329","2,675","318","1,279","951","3,409"
"2010100000","2010","43441","Kumamoto-ken Mifune-machi","","17,888","10,654","592","615","14,938,744","***","4,121","7,647","1,502","1,264","9,185","5,060","4,125","712","916","2,049","5,459"
"2010100000","2010","43442","Kumamoto-ken Kashima-machi","","8,676","5,250","451","408","9,190,725","***","1,391","3,764","831","900","4,415","2,486","1,929","350","395","904","2,751"
"2010100000","2010","43443","Kumamoto-ken Mashiki-machi","","32,676","20,168","1,382","1,327","31,625,368","***","6,192","13,541","2,973","2,991","16,401","9,223","7,178","1,386","1,304","3,449","10,182"
"2010100000","2010","43444","Kumamoto-ken Kosa-machi","","11,181","6,191","424","277","8,109,302","***","2,788","4,925","915","694","5,859","3,201","2,658","322","1,018","1,281","3,215"
"2010100000","2010","43447","Kumamoto-ken Yamato-cho","","16,981","8,569","359","474","11,391,836","***","5,750","7,155","929","657","9,390","5,155","4,235","363","3,510","1,453","4,053"
"2010100000","2010","43468","Kumamoto-ken Hikawa-cho","","12,715","7,281","367","380","9,855,427","***","3,184","5,342","923","772","6,432","3,417","3,015","387","1,704","1,143","3,078"
"2010100000","2010","43482","Kumamoto-ken Ashikita-machi","","19,316","10,269","431","516","13,952,303","***","6,413","7,388","1,407","1,003","9,042","4,946","4,096","629","1,389","2,096","4,918"
"2010100000","2010","43484","Kumamoto-ken Tsunagi-machi","","5,062","2,642","192","133","3,162,149","***","1,664","2,023","310","198","2,385","1,330","1,055","164","455","505","1,258"
"2010100000","2010","43501","Kumamoto-ken Nishiki-machi","","11,075","6,479","382","497","8,339,592","***","2,651","4,751","841","520","5,952","3,122","2,830","367","1,107","1,453","3,017"
"2010100000","2010","43505","Kumamoto-ken Taragi-machi","","10,554","5,649","286","357","8,278,823","***","3,140","4,307","743","487","5,537","2,998","2,539","323","1,241","1,297","2,636"
"2010100000","2010","43506","Kumamoto-ken Yunomae-machi","","4,375","2,266","117","146","2,758,590","***","1,276","1,913","281","171","2,250","1,213","1,037","118","501","533","1,090"
"2010100000","2010","43507","Kumamoto-ken Mizukami-mura","","2,405","1,175","51","67","1,499,409","***","908","857","143","90","1,177","633","544","41","353","243","540"
"2010100000","2010","43510","Kumamoto-ken Sagara-mura","","4,934","2,668","145","176","3,117,659","***","1,679","1,965","282","147","2,540","1,376","1,164","134","601","538","1,264"
"2010100000","2010","43511","Kumamoto-ken Itsuki-mura","","1,205","588","40","46","1,017,242","***","559","386","54","50","567","335","232","25","132","120","288"
"2010100000","2010","43512","Kumamoto-ken Yamae-mura","","3,681","2,029","126","171","2,314,858","***","1,136","1,285","219","105","1,913","1,025","888","92","362","446","980"
"2010100000","2010","43513","Kumamoto-ken Kuma-mura","","4,249","2,174","105","167","2,507,400","***","1,759","1,583","173","96","1,945","1,108","837","149","355","476","963"
"2010100000","2010","43514","Kumamoto-ken Asagiri-cho","","16,638","9,173","481","540","12,452,146","***","4,438","6,915","1,357","751","8,696","4,541","4,155","503","1,966","1,812","4,400"
"2010100000","2010","43531","Kumamoto-ken Reihoku-machi","","8,314","4,502","223","255","6,272,709","***","2,934","2,954","576","410","3,948","2,193","1,755","205","590","727","2,412"
"2010100000","2010","44201","Oita-ken Oita-shi","","474,094","306,279","14,813","14,601","584,830,630","***","43,882","198,284","48,839","59,041","237,073","135,302","101,771","16,752","4,071","49,459","155,304"
"2010100000","2010","44202","Oita-ken Beppu-shi","","125,385","75,598","4,348","4,483","125,392,401","***","14,496","48,627","13,036","13,948","60,046","31,810","28,236","4,929","650","7,627","44,087"
"2010100000","2010","44203","Oita-ken Nakatsu-shi","","84,312","50,882","2,755","3,052","86,716,759","***","10,939","38,540","8,171","8,099","42,474","24,286","18,188","3,109","2,106","12,763","23,088"
"2010100000","2010","44204","Oita-ken Hita-shi","","70,940","40,393","1,823","1,955","64,169,024","***","16,057","30,107","5,421","5,511","36,388","20,001","16,387","2,523","3,698","8,735","21,241"
"2010100000","2010","44205","Oita-ken Saiki-shi","","76,951","42,889","1,573","1,966","70,738,010","***","18,093","34,220","5,826","5,352","36,296","20,379","15,917","2,954","3,106","9,231","20,640"
"2010100000","2010","44206","Oita-ken Usuki-shi","","41,469","23,145","1,030","1,081","40,444,387","***","8,400","19,471","3,172","3,367","19,859","11,322","8,537","1,331","1,805","5,486","11,127"
"2010100000","2010","44207","Oita-ken Tsukumi-shi","","19,917","11,119","426","583","20,415,194","***","5,394","8,929","1,378","1,325","9,371","5,605","3,766","809","886","2,338","5,317"
"2010100000","2010","44208","Oita-ken Taketa-shi","","24,423","12,135","618","808","18,646,778","***","5,179","12,163","1,751","1,826","12,966","7,077","5,889","546","4,179","1,558","6,615"
"2010100000","2010","44209","Oita-ken Bungotakada-shi","","23,906","12,944","632","665","19,978,895","***","5,131","10,992","1,970","2,060","11,424","6,494","4,930","807","1,596","3,046","5,875"
"2010100000","2010","44210","Oita-ken Kitsuki-shi","","32,083","18,035","1,196","1,316","27,375,188","***","5,636","14,673","2,802","2,809","15,745","9,198","6,547","1,186","2,577","4,291","7,437"
"2010100000","2010","44211","Oita-ken Usa-shi","","59,008","33,365","1,590","1,691","55,816,213","***","8,439","27,354","5,551","5,451","28,635","16,066","12,569","1,822","2,896","8,061","15,223"
"2010100000","2010","44212","Oita-ken Bungoono-shi","","39,452","20,391","1,006","1,118","33,180,924","***","7,096","20,066","3,005","2,936","19,207","10,643","8,564","1,257","3,849","3,565","10,476"
"2010100000","2010","44213","Oita-ken Yufu-shi","","34,702","20,132","1,501","1,534","35,660,838","***","5,689","16,198","3,103","3,205","17,431","9,703","7,728","1,026","1,513","2,617","12,192"
"2010100000","2010","44214","Oita-ken Kunisaki-shi","","32,002","16,766","825","1,208","26,620,321","***","6,849","14,503","2,644","2,690","15,735","9,036","6,699","956","2,698","4,530","7,293"
"2010100000","2010","44322","Oita-ken Himeshima-mura","","2,189","1,170","52","74","1,383,452","***","1,043","696","105","78","1,028","586","442","53","272","151","552"
"2010100000","2010","44341","Oita-ken Hiji-machi","","28,221","17,022","1,226","1,092","29,153,195","***","3,578","12,488","3,012","3,076","14,126","7,939","6,187","1,044","1,036","3,471","8,417"
"2010100000","2010","44461","Oita-ken Kokonoe-machi","","10,421","5,415","279","312","7,696,248","***","2,833","4,793","684","588","5,622","3,158","2,464","264","1,467","964","2,923"
"2010100000","2010","44462","Oita-ken Kusu-machi","","17,054","9,639","619","816","15,258,840","***","3,422","7,999","1,270","1,181","8,953","5,233","3,720","560","1,408","1,550","5,387"
"2010100000","2010","45201","Miyazaki-ken Miyazaki-shi","","400,583","254,185","14,561","14,303","454,208,696","***","40,112","129,834","39,067","48,490","202,448","109,218","93,230","12,875","9,614","29,161","138,209"
"2010100000","2010","45202","Miyazaki-ken Miyakonojo-shi","","169,602","100,993","5,673","5,631","152,564,198","***","38,434","66,230","13,879","11,827","84,898","46,246","38,652","5,863","8,016","19,137","49,575"
"2010100000","2010","45203","Miyazaki-ken Nobeoka-shi","","131,182","77,004","3,493","3,930","123,102,702","***","31,086","51,805","9,740","9,534","62,508","34,734","27,774","5,549","3,113","16,091","36,203"
"2010100000","2010","45204","Miyazaki-ken Nichinan-shi","","57,689","32,786","1,574","1,786","52,147,102","***","14,338","25,809","4,091","3,315","27,978","15,713","12,265","2,336","3,454","5,675","16,460"
"2010100000","2010","45205","Miyazaki-ken Kobayashi-shi","","48,270","27,286","1,564","1,746","39,763,701","***","13,831","19,042","3,426","2,780","25,006","13,467","11,539","1,706","5,248","4,517","13,236"
"2010100000","2010","45206","Miyazaki-ken Hyuga-shi","","63,223","38,055","2,028","2,073","58,731,117","***","14,654","23,756","5,066","4,430","32,005","17,571","14,434","2,521","2,120","8,501","18,111"
"2010100000","2010","45207","Miyazaki-ken Kushima-shi","","20,453","10,733","614","745","14,970,413","***","6,869","7,829","1,520","945","10,012","5,419","4,593","613","2,629","1,575","5,138"
"2010100000","2010","45208","Miyazaki-ken Saito-shi","","32,614","18,588","1,004","1,107","25,711,100","***","8,253","13,737","2,644","1,690","17,039","9,190","7,849","1,104","4,190","3,376","8,164"
"2010100000","2010","45209","Miyazaki-ken Ebino-shi","","21,606","11,587","730","882","15,706,001","***","6,834","8,294","1,535","1,005","10,932","6,093","4,839","756","2,530","1,924","5,543"
"2010100000","2010","45341","Miyazaki-ken Mimata-cho","","24,800","15,108","1,000","1,036","21,880,233","***","5,070","10,261","2,140","1,651","12,517","6,759","5,758","790","1,029","3,026","7,529"
"2010100000","2010","45361","Miyazaki-ken Takaharu-cho","","10,000","5,495","257","341","6,975,128","***","3,293","3,973","695","428","5,314","2,915","2,399","277","1,396","1,112","2,515"
"2010100000","2010","45382","Miyazaki-ken Kunitomi-cho","","20,909","12,475","652","751","16,694,032","***","5,032","9,187","1,623","1,125","11,073","5,928","5,145","694","2,219","2,336","5,677"
"2010100000","2010","45383","Miyazaki-ken Aya-cho","","7,224","4,162","291","283","5,515,651","***","1,812","3,003","574","470","3,899","2,129","1,770","249","907","820","1,891"
"2010100000","2010","45401","Miyazaki-ken Takanabe-cho","","21,733","13,226","1,052","1,403","21,395,587","***","3,219","9,599","1,988","2,142","10,917","6,068","4,849","1,049","1,106","2,025","6,575"
"2010100000","2010","45402","Miyazaki-ken Shintomi-cho","","18,092","11,285","889","1,062","17,084,911","***","3,091","8,625","1,553","1,137","9,922","5,685","4,237","768","1,759","1,941","5,434"
"2010100000","2010","45403","Miyazaki-ken Nishimera-son","","1,241","589","64","51","1,065,900","***","494","405","82","100","658","375","283","20","153","128","357"
"2010100000","2010","45404","Miyazaki-ken Kijo-cho","","5,177","2,919","235","178","3,849,097","***","1,343","2,117","462","291","2,658","1,451","1,207","167","599","568","1,323"
"2010100000","2010","45405","Miyazaki-ken Kawaminami-cho","","17,009","9,973","498","600","13,684,701","***","4,056","7,237","1,313","779","8,962","4,924","4,038","623","2,523","1,760","3,957"
"2010100000","2010","45406","Miyazaki-ken Tsuno-cho","","11,137","6,345","335","402","8,445,559","***","2,953","4,768","746","416","5,790","3,174","2,616","558","1,497","1,261","2,384"
"2010100000","2010","45421","Miyazaki-ken Kadogawa-cho","","18,854","11,050","591","608","15,128,984","***","4,962","7,774","1,317","873","9,233","5,062","4,171","928","652","2,742","4,868"
"2010100000","2010","45429","Miyazaki-ken Morotsuka-son","","1,882","929","66","89","1,345,182","***","801","619","121","94","969","581","388","22","392","150","405"
"2010100000","2010","45430","Miyazaki-ken Shiiba-son","","3,092","1,541","93","163","2,283,140","***","1,365","1,010","144","167","1,558","1,005","553","43","510","313","692"
"2010100000","2010","45431","Miyazaki-ken Misato-cho","","6,248","2,928","196","267","4,031,216","***","3,029","1,872","317","252","3,067","1,816","1,251","146","1,025","505","1,391"
"2010100000","2010","45441","Miyazaki-ken Takachiho-cho","","13,723","7,236","434","548","10,667,855","***","4,292","5,319","1,028","876","7,364","4,019","3,345","267","2,017","1,172","3,901"
"2010100000","2010","45442","Miyazaki-ken Hinokage-cho","","4,463","2,117","94","136","2,679,526","***","1,649","1,774","263","147","2,406","1,335","1,071","68","832","513","993"
"2010100000","2010","45443","Miyazaki-ken Gokase-cho","","4,427","2,259","169","183","2,695,849","***","1,501","1,459","302","220","2,159","1,215","944","87","770","309","992"
"2010100000","2010","46201","Kagoshima-ken Kagoshima-shi","","605,846","388,674","22,217","21,685","708,623,632","***","51,685","189,825","68,444","71,846","299,195","162,307","136,888","19,465","3,700","39,284","214,720"
"2010100000","2010","46203","Kagoshima-ken Kanoya-shi","","105,070","62,717","4,980","4,870","95,146,048","***","19,267","43,734","8,498","7,027","51,563","28,790","22,773","4,078","5,967","8,373","31,201"
"2010100000","2010","46204","Kagoshima-ken Makurazaki-shi","","23,638","13,409","682","744","21,426,306","***","6,904","9,848","1,935","1,187","11,630","6,096","5,534","739","1,413","2,677","6,799"
"2010100000","2010","46206","Kagoshima-ken Akune-shi","","23,154","12,370","679","822","17,116,451","***","6,941","9,126","1,765","1,127","11,143","6,083","5,060","694","1,635","2,794","5,874"
"2010100000","2010","46208","Kagoshima-ken Izumi-shi","","55,621","32,426","1,796","2,079","45,377,942","***","11,263","24,372","4,440","3,725","27,294","14,917","12,377","2,359","3,611","6,265","14,817"
"2010100000","2010","46210","Kagoshima-ken Ibusuki-shi","","44,396","24,765","1,421","1,461","36,916,704","***","10,619","19,378","3,649","2,939","22,713","11,925","10,788","1,456","4,751","3,111","13,284"
"2010100000","2010","46213","Kagoshima-ken Nishinoomote-shi","","16,951","9,316","710","828","13,721,187","***","4,234","7,217","1,381","1,068","9,085","4,960","4,125","437","2,437","1,046","5,112"
"2010100000","2010","46214","Kagoshima-ken Tarumizu-shi","","17,248","9,434","528","684","13,387,239","***","5,558","6,954","1,222","1,033","8,400","4,722","3,678","715","1,500","1,719","4,449"
"2010100000","2010","46215","Kagoshima-ken Satsumasendai-shi","","99,589","58,030","3,607","3,963","92,166,024","***","19,396","41,789","8,894","6,957","48,075","27,477","20,598","3,189","3,260","12,664","27,847"
"2010100000","2010","46216","Kagoshima-ken Hioki-shi","","50,822","29,407","2,100","2,059","44,526,518","***","9,709","20,175","4,674","3,967","23,899","13,293","10,606","1,646","1,643","5,555","14,834"
"2010100000","2010","46217","Kagoshima-ken So-shi","","39,221","21,145","1,268","1,546","28,068,237","***","12,430","15,501","2,839","1,840","19,997","11,069","8,928","1,230","4,799","4,042","9,773"
"2010100000","2010","46218","Kagoshima-ken Kirishima-shi","","127,487","78,871","5,614","6,099","121,655,947","***","20,818","51,019","11,470","10,105","61,093","34,515","26,578","4,633","3,480","15,183","35,274"
"2010100000","2010","46219","Kagoshima-ken Ichikikushikino-shi","","31,144","18,204","960","1,153","27,684,094","***","6,937","13,053","2,852","1,989","14,816","8,299","6,517","1,023","863","4,018","8,782"
"2010100000","2010","46220","Kagoshima-ken Minamisatsuma-shi","","38,704","20,811","1,421","1,738","32,214,275","***","10,978","14,867","3,170","2,497","17,059","9,504","7,555","1,159","1,939","3,310","10,522"
"2010100000","2010","46221","Kagoshima-ken Shibushi-shi","","33,034","18,511","1,267","1,380","26,540,079","***","9,242","12,979","2,519","1,781","16,700","9,161","7,539","937","3,731","3,111","8,441"
"2010100000","2010","46222","Kagoshima-ken Amami-shi","","46,121","27,197","2,393","2,605","38,994,262","***","11,182","16,563","4,869","3,638","22,103","12,268","9,835","2,248","827","2,866","16,062"
"2010100000","2010","46223","Kagoshima-ken Minamikyusyu-shi","","39,065","21,034","1,051","1,342","29,804,163","***","11,145","16,346","3,041","2,042","19,268","10,539","8,729","1,152","4,551","3,827","9,689"
"2010100000","2010","46224","Kagoshima-ken Isa-shi","","29,304","15,440","876","1,069","23,046,448","***","7,450","12,840","2,168","1,698","14,276","7,863","6,413","888","2,536","3,156","7,503"
"2010100000","2010","46225","Kagoshima-ken Aira-shi","","74,809","44,802","3,723","3,276","73,018,053","***","10,834","31,705","8,282","7,778","35,088","19,552","15,536","2,881","1,232","6,206","24,390"
"2010100000","2010","46303","Kagoshima-ken Mishima-mura","","418","220","77","77","346,166","***","153","91","38","60","223","151","72","11","37","46","129"
"2010100000","2010","46304","Kagoshima-ken Toshima-mura","","657","361","73","86","551,066","***","252","196","50","77","377","263","114","26","99","73","179"
"2010100000","2010","46392","Kagoshima-ken Satsuma-cho","","24,109","12,737","771","866","19,300,044","***","6,147","10,594","1,765","1,140","12,272","6,707","5,565","589","2,253","3,237","6,061"
"2010100000","2010","46404","Kagoshima-ken Nagashima-cho","","11,105","5,974","342","354","7,585,501","***","3,494","4,494","739","370","6,058","3,476","2,582","305","2,490","1,046","2,208"
"2010100000","2010","46452","Kagoshima-ken Yusui-cho","","11,595","6,255","346","485","7,957,018","***","3,395","5,288","716","466","5,089","2,879","2,210","401","783","1,235","2,659"
"2010100000","2010","46468","Kagoshima-ken Osaki-cho","","14,215","7,964","491","581","10,969,370","***","4,244","5,981","1,009","636","7,500","4,111","3,389","460","2,104","1,646","3,266"
"2010100000","2010","46482","Kagoshima-ken Higashikushira-cho","","6,802","3,645","270","237","4,704,193","***","1,641","3,217","502","323","3,528","1,919","1,609","160","1,184","582","1,597"
