"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1992-12",2.83445,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-01",1.770461,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-02",1.823107,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-03",1.8117,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-04",1.013127,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-05",1.025245,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-06",0.9260269,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-07",0.961795,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-08",1.374133,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-09",1.397361,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-10",1.174106,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-11",1.395105,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1993-12",2.069528,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-01",2.601623,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-02",2.686742,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-03",2.721868,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-04",2.711003,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-05",2.663057,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-06",2.673334,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-07",2.350084,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-08",2.227913,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-09",2.075182,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-10",2.295867,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-11",2.449334,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1994-12",2.730762,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-01",3.056699,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-02",3.121573,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-03",3.181041,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-04",3.374003,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-05",3.332749,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-06",3.661338,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-07",3.691119,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-08",3.631887,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-09",3.803411,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-10",3.09092,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-11",3.035745,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1995-12",2.979237,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-01",2.672618,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-02",2.510669,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-03",2.568544,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-04",1.877855,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-05",1.919064,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-06",1.752707,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-07",1.68634,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-08",1.723598,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-09",1.807791,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-10",2.365533,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-11",2.44743,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1996-12",2.447907,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-01",2.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-02",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-03",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-04",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-05",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-06",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-07",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-08",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-09",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-10",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-11",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1997-12",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-01",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-02",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-03",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-04",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-05",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-06",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-07",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-08",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-09",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-10",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-11",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1998-12",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-01",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-02",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-03",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-04",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-05",0.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-06",0.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-07",0.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-08",0.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-09",0.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-10",0.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-11",0.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","1999-12",0.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-01",0.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-02",0.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-03",0.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-04",0,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-05",0,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-06",-0.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-07",-0.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-08",0,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-09",0.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-10",0.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-11",0.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2000-12",0.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-01",0.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-02",0.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-03",0.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-04",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-05",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-06",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-07",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-08",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-09",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-10",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-11",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2001-12",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-01",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-02",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-03",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-04",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-05",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-06",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-07",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-08",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-09",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-10",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-11",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2002-12",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-01",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-02",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-03",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-04",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-05",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-06",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-07",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-08",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-09",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-10",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-11",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2003-12",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-01",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-02",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-03",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-04",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-05",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-06",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-07",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-08",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-09",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-10",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-11",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2004-12",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-01",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-02",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-03",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-04",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-05",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-06",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-07",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-08",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-09",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-10",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-11",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2005-12",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-01",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-02",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-03",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-04",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-05",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-06",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-07",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-08",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-09",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-10",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-11",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2006-12",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-01",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-02",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-03",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-04",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-05",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-06",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-07",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-08",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-09",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-10",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-11",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2007-12",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-01",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-02",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-03",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-04",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-05",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-06",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-07",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-08",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-09",2.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-10",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-11",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2008-12",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-01",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-02",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-03",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-04",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-05",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-06",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-07",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-08",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-09",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-10",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-11",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2009-12",2.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-01",3.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-02",2.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-03",3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-04",3.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-05",2.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-06",3.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-07",2.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-08",2.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-09",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-10",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-11",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2010-12",2.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-01",3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-02",3.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-03",3.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-04",3.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-05",3.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-06",2.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-07",3.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-08",3.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-09",3.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-10",3.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-11",3.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2011-12",3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-01",2.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-02",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-03",2.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-04",2.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-05",2.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-06",2.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-07",2.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-08",2.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-09",2.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-10",2.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-11",2.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2012-12",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-01",2.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-02",2.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-03",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-04",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-05",2.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-06",2.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-07",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-08",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-09",2.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-10",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-11",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2013-12",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-01",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-02",1.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-03",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-04",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-05",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-06",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-07",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-08",1.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-09",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-10",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-11",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2014-12",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-01",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-02",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-03",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-04",0.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-05",0.9,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-06",0.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-07",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-08",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-09",1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-10",1.1,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-11",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2015-12",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-01",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-02",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-03",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-04",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-05",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-06",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-07",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-08",1.3,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-09",1.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-10",1.2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-11",1.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2016-12",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-01",1.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-02",2,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-03",1.8,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-04",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-05",2.6,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-06",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-07",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-08",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-09",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-10",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-11",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2017-12",2.5,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2018-01",2.7,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2018-02",2.4,
"GBR","CPI","TOT_FOODENRG","AGRWTH","M","2018-03",2.3,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-06",8.640581,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-07",9.720088,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-08",8.945088,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-09",8.421784,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-10",7.246827,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-11",6.702696,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1976-12",6.830004,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-01",7.332328,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-02",7.960591,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-03",7.894019,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-04",8.255713,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-05",8.378948,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-06",8.46194,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-07",8.015247,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-08",7.985588,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-09",7.886641,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-10",7.66523,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-11",7.78809,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1977-12",7.879948,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-01",7.655624,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-02",7.313127,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-03",7.222234,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-04",6.51391,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-05",6.266243,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-06",5.814746,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-07",5.641943,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-08",5.700705,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-09",5.570288,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-10",5.583331,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-11",5.401417,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1978-12",5.290253,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-01",5.126339,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-02",4.882013,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-03",4.489735,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-04",4.480346,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-05",4.236905,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-06",4.342372,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-07",4.360292,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-08",4.033191,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-09",3.71902,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-10",3.568929,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-11",3.530514,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1979-12",3.34991,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-01",3.4369,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-02",3.580423,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-03",3.700401,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-04",3.558391,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-05",3.767795,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-06",3.926598,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-07",4.217866,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-08",4.652586,
"BEL","CPI","TOT_FOODENRG","AGRWTH","M","1980-09",5.098096,
